task_id,dataset_id,dataset_name,fold,task_type,n_rows,n_features,n_classes,imbalance_ratio,accuracy,f1_macro,f1_micro,precision_macro,recall_macro,roc_auc,log_loss,fit_seconds,predict_seconds,n_train,n_test,seed,n_valid_folds,error
2074,182,satimage,2.0,Multiclass,6430,36,6,2.4496,0.9082426127527217,0.8895765783923678,0.9082426127527217,0.8995961710346,0.8851594520979874,0.9915036844247741,0.212607265339798,3.657126977981534,1.6529675290221348,5787.0,643.0,42,10,
2074,182,satimage,3.0,Multiclass,6430,36,6,2.4496,0.9097978227060654,0.8916717198223659,0.9097978227060654,0.9012244306009295,0.8849951682179434,0.9882258746687292,0.2301388210459205,3.5193154599983245,1.6874083949951455,5787.0,643.0,42,10,
2074,182,satimage,4.0,Multiclass,6430,36,6,2.4496,0.9129082426127527,0.8917741188914455,0.9129082426127527,0.8952442327492083,0.8921215234773379,0.9891026518834813,0.22387150349454635,3.6164289910229854,1.6297251289943233,5787.0,643.0,42,10,
2074,182,satimage,5.0,Multiclass,6430,36,6,2.4496,0.9129082426127527,0.8924602591584477,0.9129082426127527,0.895677104876714,0.8900440104925723,0.9915594946653741,0.20815009080600336,3.4403192170429975,1.6895344549557194,5787.0,643.0,42,10,
2074,182,satimage,6.0,Multiclass,6430,36,6,2.4496,0.9284603421461898,0.9149177973033904,0.9284603421461898,0.9184397251103432,0.9116715665079931,0.9949709752265187,0.17730788516066107,3.540798066998832,1.6768408420030028,5787.0,643.0,42,10,
2074,182,satimage,7.0,Multiclass,6430,36,6,2.4496,0.9175738724727839,0.9047943349365885,0.9175738724727839,0.9128418594327284,0.9015164230162761,0.9887868994699328,0.21837890599752263,3.2210948069696315,1.7077304580016062,5787.0,643.0,42,10,
2074,182,satimage,8.0,Multiclass,6430,36,6,2.4496,0.9160186625194401,0.8925819720116142,0.9160186625194401,0.9032124754360072,0.8850733079339062,0.990181047331825,0.22156644990724564,3.444115430000238,1.642121345968917,5787.0,643.0,42,10,
2074,182,satimage,9.0,Multiclass,6430,36,6,2.4496,0.9035769828926905,0.8768969901840028,0.9035769828926905,0.8869715285776408,0.8750742931248454,0.9884598121980047,0.23272517770328996,3.1858349979738705,1.6776380390510894,5787.0,643.0,42,10,
2079,188,eucalyptus,0.0,Multiclass,736,19,5,2.038095238095238,0.6891891891891891,0.6536305916305916,0.6891891891891891,0.6859943977591036,0.6485847485847486,0.9410197901730534,0.5668991266422937,3.365494352998212,0.2589252330362797,662.0,74.0,42,10,
2079,188,eucalyptus,1.0,Multiclass,736,19,5,2.038095238095238,0.7837837837837838,0.7618653163056494,0.7837837837837838,0.7777855477855479,0.7557442557442557,0.9515624617503677,0.5659438583876032,3.24373296496924,0.25368434796109796,662.0,74.0,42,10,
